Material Category,Material Type,Jurisdiction,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Plastic,Plastic Trash Bags,Butte (Countywide),593,0.0151150299043524,187,0.0112707745793956,781,0.013971166689950508
Plastic,Plastic Grocery and Other Merchandise Bags,Butte (Countywide),494,0.0125811370168076,146,0.0087813977992591,640,0.01145051962855626
Plastic,Non-Bag Commercial and Industrial Packaging Film,Butte (Countywide),38,0.000957800470564335,28,0.00168720787646775,66,0.001174836600945347
Plastic,Film Products,Butte (Countywide),68,0.00172238470787362,0,1.60033976566839e-05,68,0.0012146487107798296
Plastic,Other Film - Other,Butte (Countywide),964,0.0245688241743318,357,0.0214910767881785,1322,0.023653036402539636
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Butte (Countywide),465,0.0118331141709202,28,0.00167869818165958,492,0.008811654373896928
Plastic,Durable Plastic Items - Other,Butte (Countywide),374,0.00952280006757048,187,0.0112605235062998,561,0.010039861956114202
Plastic,Remainder / Composite Plastic,Butte (Countywide),1160,0.0295565632242158,560,0.0336593115318444,1720,0.030777341364673645
Other Organic,Food,Butte (Countywide),10053,0.256091555788151,4119,0.247713326035693,14172,0.2535986025356893
Other Organic,Leaves and Grass,Butte (Countywide),936,0.0238484036474808,497,0.0298758256509316,1433,0.025641870970700642
Other Organic,Prunings and Trimmings,Butte (Countywide),801,0.020392593304119,129,0.00776987682463602,930,0.01663668745859159
Other Organic,Branches and Stumps,Butte (Countywide),320,0.00813992388384503,0,0.0,320,0.005717878855171932
Other Organic,Manures,Butte (Countywide),2,5.52046380728723e-05,0,0.0,2,3.8778425603064944e-05
Other Organic,Textiles,Butte (Countywide),2861,0.0728866836476133,1239,0.0744969455238916,4100,0.07336581918106
Other Organic,Carpet,Butte (Countywide),400,0.0101907761882522,104,0.00626191036404208,504,0.009021737008814963
Other Organic,Remainder / Composite Organic,Butte (Countywide),3139,0.0799683346196014,1243,0.0747577651799157,4382,0.078417922848185
Inerts and Other,Concrete,Butte (Countywide),205,0.00523063945740465,63,0.00380054474914847,269,0.004805112901125916
Inerts and Other,Asphalt Paving,Butte (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Butte (Countywide),26,0.000656935193067181,0,0.0,26,0.00046146326467647335
Inerts and Other,Clean Dimensional Lumber,Butte (Countywide),176,0.00448537684342088,87,0.00520836277968044,263,0.004700502257086403
Inerts and Other,Clean Engineered Wood,Butte (Countywide),120,0.00304453578971891,22,0.00131834677248041,141,0.0025309059834193346
Inerts and Other,Clean Pallets & Crates,Butte (Countywide),29,0.000736981918272846,331,0.0199110136755632,360,0.0064422402179890705
Inerts and Other,Other Wood Waste,Butte (Countywide),1125,0.028665008319339,351,0.0211054469970467,1476,0.02641565093211013
Inerts and Other,Gypsum Board,Butte (Countywide),64,0.00162853682314973,69,0.00414580933333641,133,0.0023775545604302287
Inerts and Other,"Rock, Soil and Fines",Butte (Countywide),415,0.0105606472633405,49,0.00294628003745275,464,0.0082949823076086
Inerts and Other,Remainder / Composite Inerts and Other,Butte (Countywide),334,0.00849599379941505,42,0.00251265780565917,375,0.0067156443262069866
Household Hazardous Waste (HHW),Paint,Butte (Countywide),5,0.000138011595182181,0,4.0077500773254e-06,5,9.813857530008569e-05
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Butte (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Butte (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Butte (Countywide),52,0.00132767154565258,6,0.000361101619624407,58,0.0010400673963253735
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Butte (Countywide),124,0.00316874622538287,8,0.000455389934663065,132,0.002361383502004129
Special Waste,Ash,Butte (Countywide),0,0.0,15,0.000931303337992967,15,0.0002771105297985941
Special Waste,Treated Medical Waste,Butte (Countywide),0,0.0,123,0.0073855680185596,123,0.0021975854514783874
Special Waste,Bulky Items,Butte (Countywide),18,0.000466479191715771,468,0.0281400658522521,486,0.008700791201651292
Special Waste,Tires,Butte (Countywide),177,0.00451573939436096,0,0.0,177,0.0031720752143307163
Special Waste,Remainder / Composite Special Waste,Butte (Countywide),35,0.000883274209165957,3,0.00020231600461172,38,0.000680654202196596
Mixed Residue,Mixed Residue,Butte (Countywide),2135,0.0543876094293938,573,0.0344700708823858,2708,0.04846111970914865
Paper,Uncoated Corrugated Cardboard,Calaveras (Countywide),207,0.0205731672386676,47,0.0356791218393351,255,0.022332378079532433
Paper,Paper Bags,Calaveras (Countywide),37,0.0037190066107415,7,0.00527466562364938,44,0.0039001757107780975
Paper,Newspaper,Calaveras (Countywide),71,0.00709212559665615,62,0.0464310841690457,133,0.011673466148667476
Paper,White Ledger Paper,Calaveras (Countywide),22,0.00217251731296198,7,0.0052869012166633,29,0.0025352125593626406
Paper,Other Office Paper,Calaveras (Countywide),40,0.00397913697321458,8,0.005887949186271,48,0.004201433625571504
Paper,Magazines and Catalogs,Calaveras (Countywide),105,0.0103880630464524,10,0.00747804221265661,115,0.010049167535821791
Paper,Phone Books and Directories,Calaveras (Countywide),21,0.00208390147519643,0,0.000306365386920027,21,0.0018768929915097305
Paper,Other Miscellaneous Paper - Compostable,Calaveras (Countywide),24,0.00240977907214072,4,0.00295972626349685,28,0.002473824879672415
Paper,Other Miscellaneous Paper - Other,Calaveras (Countywide),434,0.0430472871261769,63,0.0471909615637325,496,0.04352985159722598
Paper,Remainder / Composite Paper - Compostable,Calaveras (Countywide),914,0.0907854965031047,90,0.0676951863054057,1004,0.08809644274301141
Paper,Remainder / Composite Paper - Other,Calaveras (Countywide),94,0.00937326877526624,14,0.0109194056132361,109,0.009553328940857952
Glass,Clear Glass Bottles and Containers,Calaveras (Countywide),149,0.0147765480186356,22,0.0164193762236836,171,0.014967868677567761
Glass,Green Glass Bottles and Containers,Calaveras (Countywide),110,0.0109054651959868,2,0.00148785037811019,112,0.009808707624507956
Glass,Brown Glass Bottles and Containers,Calaveras (Countywide),65,0.0064632390060619,9,0.00682128720880721,74,0.0065049366211066256
Glass,Other Glass Colored Bottles and Containers,Calaveras (Countywide),11,0.00105481432695128,1,0.000619255891282891,11,0.0010040900170937555
Glass,Flat Glass,Calaveras (Countywide),4,0.000368756228121178,1,0.000579854656700671,4,0.0003933403509961511
Glass,Remainder / Composite Glass,Calaveras (Countywide),61,0.00602587696805771,5,0.00398097723909204,66,0.005787731821539199
Metal,Tin/Steel Cans,Calaveras (Countywide),126,0.0125434289069437,12,0.00929533537355549,139,0.012165162090503846
Metal,Major Appliances,Calaveras (Countywide),0,0.0,0,1.0932797618282e-05,0,1.2732128885262896e-06
Metal,Used Oil Filters,Calaveras (Countywide),6,0.000611735138123505,0,0.0,6,0.0005404936234245758
Metal,Other Ferrous,Calaveras (Countywide),105,0.0104046427838408,10,0.00756548567504157,115,0.010073999928307703
Metal,Aluminum Cans,Calaveras (Countywide),33,0.0032502002432076,3,0.00227739446282066,36,0.0031369091258864187
Metal,Other Non-Ferrous,Calaveras (Countywide),110,0.010888313743516,10,0.00768714263469483,120,0.010515511423704143
Metal,Remainder / Composite Metal,Calaveras (Countywide),123,0.0121861069804696,11,0.00852379656968097,134,0.011759601251597177
Electronics,Brown Goods,Calaveras (Countywide),0,0.0,6,0.00453436039488614,6,0.0005280630171309622
Electronics,Computer-related Electronics,Calaveras (Countywide),26,0.00262417222802513,3,0.00201706805339667,29,0.0025534700265572746
Electronics,Other Small Consumer Electronics,Calaveras (Countywide),51,0.00509398138381349,3,0.00261664724282099,55,0.004805475745309455
Electronics,Video Display Devices,Calaveras (Countywide),64,0.00634603741417842,9,0.00653254413252071,73,0.006367757633090464
Plastic,PETE Plastic Containers,Calaveras (Countywide),113,0.0112199084912839,12,0.00925575177699064,125,0.01099116652321328
Plastic,HDPE Plastic Containers,Calaveras (Countywide),64,0.00637176459288454,6,0.00466298875785393,70,0.006172763797962197
Plastic,Miscellaneous Plastic Containers,Calaveras (Countywide),62,0.00611449280582326,8,0.00638361235962469,70,0.006145833958967947
Plastic,Plastic Trash Bags,Calaveras (Countywide),174,0.0173063872580716,15,0.0112707745793956,189,0.016603491245454245
Plastic,Plastic Grocery and Other Merchandise Bags,Calaveras (Countywide),71,0.00701780263594956,12,0.0087813977992591,82,0.007223187585938344
Plastic,Non-Bag Commercial and Industrial Packaging Film,Calaveras (Countywide),20,0.00200957851448983,2,0.00168720787646775,22,0.001972035841009275
Plastic,Film Products,Calaveras (Countywide),0,5.71715082358416e-06,0,1.60033976566839e-05,0,6.915067633144873e-06
Plastic,Other Film - Other,Calaveras (Countywide),276,0.0273994453220271,29,0.0214910767881785,305,0.02671136792133693
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Calaveras (Countywide),93,0.0092760772112653,2,0.00167869818165958,96,0.008391300849601213
Plastic,Durable Plastic Items - Other,Calaveras (Countywide),101,0.0100621854495081,15,0.0112605235062998,116,0.010201741628263976
Plastic,Remainder / Composite Plastic,Calaveras (Countywide),185,0.0183349026912344,45,0.0336593115318444,229,0.020119554298823283
Other Organic,Food,Calaveras (Countywide),2516,0.249822339538157,329,0.247713326035693,2845,0.24957672782309862
Other Organic,Leaves and Grass,Calaveras (Countywide),208,0.0206846516797275,40,0.0298758256509316,248,0.021755038379400383
Other Organic,Prunings and Trimmings,Calaveras (Countywide),99,0.00987637804774164,10,0.00776987682463602,110,0.009631058907975483
Other Organic,Branches and Stumps,Calaveras (Countywide),66,0.0065347033913567,0,0.0,66,0.005773684220320474
Other Organic,Manures,Calaveras (Countywide),49,0.0048367095967522,0,0.0,49,0.004273435564646648
Other Organic,Textiles,Calaveras (Countywide),346,0.0343263452598817,99,0.0744969455238916,445,0.03900453722699983
Other Organic,Carpet,Calaveras (Countywide),85,0.00844994891725739,8,0.00626191036404208,93,0.008195134094573066
Other Organic,Remainder / Composite Organic,Calaveras (Countywide),736,0.0730366017712877,99,0.0747577651799157,835,0.07323704519955172
Inerts and Other,Concrete,Calaveras (Countywide),16,0.00158365077813281,5,0.00380054474914847,21,0.0018418260480814101
Inerts and Other,Asphalt Paving,Calaveras (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Calaveras (Countywide),214,0.0212249224325562,0,0.0,214,0.01875310819592279
Inerts and Other,Clean Dimensional Lumber,Calaveras (Countywide),17,0.001732296699546,7,0.00520836277968044,24,0.002137112766679209
Inerts and Other,Clean Engineered Wood,Calaveras (Countywide),78,0.00774102221513296,2,0.00131834677248041,80,0.006993049606664285
Inerts and Other,Clean Pallets & Crates,Calaveras (Countywide),78,0.0077238707626622,26,0.0199110136755632,104,0.009143162326705232
Inerts and Other,Other Wood Waste,Calaveras (Countywide),147,0.0145787346001396,28,0.0211054469970467,175,0.015338823155108415
Inerts and Other,Gypsum Board,Calaveras (Countywide),5,0.000463089216710317,6,0.00414580933333641,10,0.0008919718212398797
Inerts and Other,"Rock, Soil and Fines",Calaveras (Countywide),166,0.0164854043998049,4,0.00294628003745275,170,0.01490866363871361
Inerts and Other,Remainder / Composite Inerts and Other,Calaveras (Countywide),32,0.00322447306450147,3,0.00251265780565917,36,0.0031415764086361706
Household Hazardous Waste (HHW),Paint,Calaveras (Countywide),5,0.000463089216710317,0,4.0077500773254e-06,5,0.0004096254592523676
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Calaveras (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Calaveras (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Calaveras (Countywide),36,0.00355606781226935,0,0.000361101619624407,36,0.0031839881052345338
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Calaveras (Countywide),22,0.00219824449166811,1,0.000455389934663065,23,0.0019952749533776633
Special Waste,Ash,Calaveras (Countywide),9,0.000897592679302713,1,0.000931303337992967,10,0.000901518558718369
Special Waste,Treated Medical Waste,Calaveras (Countywide),0,0.0,10,0.0073855680185596,10,0.0008601092527856857
Special Waste,Bulky Items,Calaveras (Countywide),137,0.0135782332060124,37,0.0281400658522521,174,0.015274076635397016
Special Waste,Tires,Calaveras (Countywide),42,0.00412778289462777,0,0.0,42,0.0036470691225471445
Special Waste,Remainder / Composite Special Waste,Calaveras (Countywide),1,0.000142928770589604,0,0.00020231600461172,2,0.0001498448953008531
Mixed Residue,Mixed Residue,Calaveras (Countywide),790,0.0784255881375981,46,0.0344700708823858,836,0.07330661191164192
Paper,Uncoated Corrugated Cardboard,Colusa (Countywide),121,0.0257667648205132,30,0.0356791218393351,151,0.027253394777883633
Paper,Paper Bags,Colusa (Countywide),14,0.00301141300687519,4,0.00527466562364938,19,0.0033508498466505014
Paper,Newspaper,Colusa (Countywide),61,0.0130255343532942,39,0.0464310841690457,100,0.018035613288528995
Paper,White Ledger Paper,Colusa (Countywide),7,0.00143532058989468,4,0.0052869012166633,11,0.0020129708028671675
Paper,Other Office Paper,Colusa (Countywide),12,0.00248144848137561,5,0.005887949186271,17,0.0029923467458433744
Paper,Magazines and Catalogs,Colusa (Countywide),36,0.00757131611169444,6,0.00747804221265661,42,0.007557327130840838
Paper,Phone Books and Directories,Colusa (Countywide),1,0.000317426668919016,0,0.000306365386920027,2,0.00031576772613120134
Paper,Other Miscellaneous Paper - Compostable,Colusa (Countywide),10,0.00223302761004769,2,0.00295972626349685,13,0.002342016015746447
Paper,Other Miscellaneous Paper - Other,Colusa (Countywide),251,0.0533966861759858,39,0.0471909615637325,290,0.0524659674681902
Paper,Remainder / Composite Paper - Compostable,Colusa (Countywide),375,0.0798562692043134,56,0.0676951863054057,432,0.0780323810899878
Paper,Remainder / Composite Paper - Other,Colusa (Countywide),50,0.0105937700461842,9,0.0109194056132361,59,0.010642608035801146
Glass,Clear Glass Bottles and Containers,Colusa (Countywide),66,0.0140468201576424,14,0.0164193762236836,80,0.014402650049223226
Glass,Green Glass Bottles and Containers,Colusa (Countywide),10,0.00222198668243311,1,0.00148785037811019,12,0.002111882796876194
Glass,Brown Glass Bottles and Containers,Colusa (Countywide),25,0.00536865105258683,6,0.00682128720880721,31,0.005586513708552114
Glass,Other Glass Colored Bottles and Containers,Colusa (Countywide),1,0.000256701567038856,1,0.000619255891282891,2,0.00031107653744921694
Glass,Flat Glass,Colusa (Countywide),1,0.000237379943713351,0,0.000579854656700671,2,0.00028874342537588913
Glass,Remainder / Composite Glass,Colusa (Countywide),9,0.00199840789823798,3,0.00398097723909204,13,0.0022957485780663272
Metal,Tin/Steel Cans,Colusa (Countywide),56,0.0119628450703914,8,0.00929533537355549,64,0.011562778787532306
Metal,Major Appliances,Colusa (Countywide),0,0.0,0,1.0932797618282e-05,0,1.6396730289621644e-06
Metal,Used Oil Filters,Colusa (Countywide),0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,Colusa (Countywide),39,0.00832982783881571,6,0.00756548567504157,45,0.008215193755702045
Metal,Aluminum Cans,Colusa (Countywide),16,0.00342544779242173,2,0.00227739446282066,18,0.0032532656899003005
Metal,Other Non-Ferrous,Colusa (Countywide),14,0.00290100373072944,6,0.00768714263469483,20,0.003618816604222638
Metal,Remainder / Composite Metal,Colusa (Countywide),25,0.00541005453114149,7,0.00852379656968097,33,0.00587704559948445
Electronics,Brown Goods,Colusa (Countywide),0,0.0,4,0.00453436039488614,4,0.0006800517765604959
Electronics,Computer-related Electronics,Colusa (Countywide),17,0.00362142425758042,2,0.00201706805339667,19,0.003380807016806729
Electronics,Other Small Consumer Electronics,Colusa (Countywide),38,0.00805435669483207,2,0.00261664724282099,40,0.00723882293676766
Electronics,Video Display Devices,Colusa (Countywide),0,0.0,5,0.00653254413252071,5,0.0009797342636881658
Plastic,PETE Plastic Containers,Colusa (Countywide),45,0.00961388772039072,8,0.00925575177699064,53,0.009560175407440464
Plastic,HDPE Plastic Containers,Colusa (Countywide),39,0.00826413431950899,4,0.00466298875785393,43,0.007724043717178747
Plastic,Miscellaneous Plastic Containers,Colusa (Countywide),41,0.00877477722168305,5,0.00638361235962469,47,0.008416156430462804
Plastic,Plastic Trash Bags,Colusa (Countywide),71,0.0151150299043524,9,0.0112707745793956,80,0.014538478321413072
Plastic,Plastic Grocery and Other Merchandise Bags,Colusa (Countywide),59,0.0125811370168076,7,0.0087813977992591,66,0.012011261845818834
